epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,168.746,0.7812,1.00982,1.18708,0.82192,0.80897,0.87956,0.73532,0.54058,0.66577,0.99645,0.06733,0.00033,0.00033
